sex,race,age,reincarcerated,state
Female,White,24.4,FALSE,Iowa
Male,White,26.1,FALSE,Iowa
Male,White,33,FALSE,Iowa
Female,White,37.7,FALSE,Iowa
Female,White,22.7,FALSE,Iowa
Male,White,20.1,FALSE,Iowa
Male,White,46.6,FALSE,Iowa
Male,White,42.4,FALSE,Iowa
Male,White,40.2,FALSE,Iowa
Male,White,68.1,FALSE,Iowa
Female,White,30.8,FALSE,Iowa
Male,White,22.1,FALSE,Iowa
Male,Black,60,FALSE,Iowa
Female,White,19.2,FALSE,Iowa
Male,Black,29.2,FALSE,Iowa
Male,White,38.5,TRUE,Iowa
Male,White,31.9,TRUE,Iowa
Male,White,37.2,FALSE,Iowa
Female,White,24.7,FALSE,Iowa
Male,White,37.8,FALSE,Iowa
Male,White,31.7,FALSE,Iowa
Female,Black,19.2,FALSE,Iowa
Male,White,24.8,TRUE,Iowa
Female,White,29.6,TRUE,Iowa
Male,White,33,FALSE,Iowa
Male,Black,25.7,FALSE,Iowa
Male,White,23.9,FALSE,Iowa
Male,White,70.3,FALSE,Iowa
Female,Hispanic,24.3,FALSE,Iowa
Male,White,33.1,FALSE,Iowa
Male,White,27.4,TRUE,Iowa
Male,White,26.9,FALSE,Iowa
Female,White,41.1,FALSE,Iowa
Female,White,18.9,TRUE,Iowa
Male,Hispanic,25,FALSE,Iowa
Female,White,50.6,FALSE,Iowa
Male,Hispanic,18.5,FALSE,Iowa
Male,White,23.8,FALSE,Iowa
Male,White,50.4,FALSE,Iowa
Male,White,49.5,FALSE,Iowa
Male,White,36.1,FALSE,Iowa
Male,White,32.7,FALSE,Iowa
Male,Black,48.9,FALSE,Iowa
Female,Black,35.2,FALSE,Iowa
Male,Black,38.3,FALSE,Iowa
Male,White,21.3,FALSE,Iowa
Male,Hispanic,25.8,TRUE,Iowa
Male,White,62.5,FALSE,Iowa
Male,Black,60.3,FALSE,Iowa
Male,White,49.6,FALSE,Iowa
Male,Hispanic,50.4,FALSE,Iowa
Male,White,39.9,FALSE,Iowa
Female,White,21.5,FALSE,Iowa
Female,White,30.6,FALSE,Iowa
Female,White,30.7,FALSE,Iowa
Male,White,29.5,TRUE,Iowa
Female,White,53,FALSE,Iowa
Male,White,29.5,FALSE,Iowa
Female,Black,27.9,TRUE,Iowa
Male,White,20.8,FALSE,Iowa
Male,White,24.4,FALSE,Iowa
Female,White,41.5,TRUE,Iowa
Male,Black,20.4,FALSE,Iowa
Male,White,33.8,FALSE,Iowa
Male,White,60,FALSE,Iowa
Male,White,48,FALSE,Iowa
Male,White,47.6,FALSE,Iowa
Male,White,51.8,FALSE,Iowa
Male,White,21.7,FALSE,Iowa
Male,Black,18.1,FALSE,Iowa
Male,White,31.4,FALSE,Iowa
Female,White,32,FALSE,Iowa
Female,Black,25.2,FALSE,Iowa
Male,Asian or Pacific Islander,33.6,FALSE,Iowa
Male,White,27,FALSE,Iowa
Female,Black,29.2,FALSE,Iowa
Male,White,32.4,TRUE,Iowa
Female,White,33.7,FALSE,Iowa
Female,White,19,FALSE,Iowa
Male,White,50.3,FALSE,Iowa
Female,White,28.7,FALSE,Iowa
Female,White,32.8,FALSE,Iowa
Male,Hispanic,67.9,FALSE,Iowa
Female,Asian or Pacific Islander,19.3,FALSE,Iowa
Male,White,33.1,TRUE,Iowa
Male,Black,36.3,FALSE,Iowa
Male,White,30.5,TRUE,Iowa
Male,White,19.1,FALSE,Iowa
Male,White,55.7,FALSE,Iowa
Male,White,55.5,FALSE,Iowa
Male,White,62.4,FALSE,Iowa
Female,Black,49.8,FALSE,Iowa
Male,White,43.7,TRUE,Iowa
Male,White,40.7,FALSE,Iowa
Male,White,21.7,FALSE,Iowa
Female,Black,23.4,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Female,White,33.5,FALSE,Iowa
Male,White,24.5,FALSE,Iowa
Male,White,30,TRUE,Iowa
Male,White,28.1,FALSE,Iowa
Male,White,50.6,FALSE,Iowa
Female,Black,60.2,FALSE,Iowa
Male,White,21,FALSE,Iowa
Female,White,27.6,FALSE,Iowa
Female,White,43,FALSE,Iowa
Male,White,34.6,TRUE,Iowa
Male,White,26.6,TRUE,Iowa
Female,Black,32.3,FALSE,Iowa
Female,White,26.3,FALSE,Iowa
Male,White,28.9,FALSE,Iowa
Male,White,20.4,FALSE,Iowa
Male,White,34.1,FALSE,Iowa
Female,White,26.4,FALSE,Iowa
Male,White,30.9,FALSE,Iowa
Male,White,43.6,FALSE,Iowa
Male,Black,20.8,FALSE,Iowa
Female,White,18.4,FALSE,Iowa
Female,White,21.2,FALSE,Iowa
Male,White,35,FALSE,Iowa
Male,White,33.4,FALSE,Iowa
Male,White,21.1,FALSE,Iowa
Female,Black,41,FALSE,Iowa
Male,American Indian or Alaska Native,32.5,FALSE,Iowa
Male,White,29.2,TRUE,Iowa
Male,Black,21.9,FALSE,Iowa
Male,White,59.2,FALSE,Iowa
Male,White,52.2,FALSE,Iowa
Male,White,50,TRUE,Iowa
Male,Black,57.3,FALSE,Iowa
Male,Black,47.6,FALSE,Iowa
Female,White,63,FALSE,Iowa
Male,White,42.1,FALSE,Iowa
Male,White,20.8,FALSE,Iowa
Male,Hispanic,27,TRUE,Iowa
Male,White,24.1,FALSE,Iowa
Male,White,26.1,FALSE,Iowa
Male,White,27.1,FALSE,Iowa
Female,White,33,FALSE,Iowa
Female,White,24.8,FALSE,Iowa
Male,White,37.8,FALSE,Iowa
Female,White,37.3,FALSE,Iowa
Female,American Indian or Alaska Native,23.5,FALSE,Iowa
Female,White,31.1,FALSE,Iowa
Male,White,29.5,FALSE,Iowa
Male,White,30.3,FALSE,Iowa
Female,White,27.4,FALSE,Iowa
Male,White,46.6,FALSE,Iowa
Male,White,20.2,FALSE,Iowa
Male,White,35,FALSE,Iowa
Female,White,31.8,FALSE,Iowa
Male,White,33.2,FALSE,Iowa
Female,White,29.5,FALSE,Iowa
Male,White,19.2,FALSE,Iowa
Male,Black,31.7,FALSE,Iowa
Female,White,22,FALSE,Iowa
Female,White,33.3,FALSE,Iowa
Male,White,53.2,FALSE,Iowa
Male,Black,32.9,FALSE,Iowa
Male,Asian or Pacific Islander,28.8,FALSE,Iowa
Male,White,37.6,FALSE,Iowa
Male,White,62.6,FALSE,Iowa
Female,American Indian or Alaska Native,25.1,FALSE,Iowa
Male,Hispanic,20.6,TRUE,Iowa
Male,White,29.2,FALSE,Iowa
Male,Black,32.9,FALSE,Iowa
Female,White,39.1,FALSE,Iowa
Male,White,65.2,FALSE,Iowa
Female,White,28.2,FALSE,Iowa
Male,Black,43.5,FALSE,Iowa
Male,Black,21.1,FALSE,Iowa
Unknown,Other,35,FALSE,Iowa
Male,White,18.8,FALSE,Iowa
Male,White,30.2,FALSE,Iowa
Male,Black,25.2,TRUE,Iowa
Female,White,43.3,FALSE,Iowa
Male,Black,20.8,FALSE,Iowa
Female,White,39,FALSE,Iowa
Male,White,60.4,FALSE,Iowa
Female,Black,23,FALSE,Iowa
Male,Black,18.6,FALSE,Iowa
Male,White,30,FALSE,Iowa
Male,White,18.4,TRUE,Iowa
Male,White,20.9,FALSE,Iowa
Female,Hispanic,24.9,FALSE,Iowa
Female,White,48.3,FALSE,Iowa
Male,White,56.6,FALSE,Iowa
Female,White,33.7,FALSE,Iowa
Male,Hispanic,30.1,FALSE,Iowa
Male,White,58.1,TRUE,Iowa
Male,Hispanic,39.9,TRUE,Iowa
Male,Black,37.3,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Male,White,56.9,FALSE,Iowa
Male,White,30.7,FALSE,Iowa
Male,White,25.6,FALSE,Iowa
Male,White,31.3,FALSE,Iowa
Male,White,33.5,TRUE,Iowa
Male,White,19.3,FALSE,Iowa
Male,White,51.9,FALSE,Iowa
Female,American Indian or Alaska Native,43.5,FALSE,Iowa
Male,White,38.8,FALSE,Iowa
Male,White,18.8,FALSE,Iowa
Male,White,27.4,FALSE,Iowa
Male,White,23.4,TRUE,Iowa
Female,White,28.2,FALSE,Iowa
Male,White,25.1,FALSE,Iowa
Male,American Indian or Alaska Native,22.5,TRUE,Iowa
Male,White,23.2,TRUE,Iowa
Male,White,19.6,FALSE,Iowa
Male,White,57.8,FALSE,Iowa
Male,Black,27,FALSE,Iowa
Female,White,20,FALSE,Iowa
Male,Hispanic,27.5,FALSE,Iowa
Female,White,45.1,FALSE,Iowa
Male,White,65,FALSE,Iowa
Male,White,19.6,FALSE,Iowa
Female,Asian or Pacific Islander,21.2,FALSE,Iowa
Female,White,27.6,FALSE,Iowa
Female,White,43.9,FALSE,Iowa
Male,White,31.6,TRUE,Iowa
Male,White,27.1,FALSE,Iowa
Female,White,37.6,FALSE,Iowa
Female,White,30.4,FALSE,Iowa
Male,White,24.5,FALSE,Iowa
Male,Black,46.3,FALSE,Iowa
Male,White,27.3,FALSE,Iowa
Male,Black,23.7,FALSE,Iowa
Female,White,28,FALSE,Iowa
Male,White,27.2,FALSE,Iowa
Female,White,35.7,FALSE,Iowa
Female,White,19.4,FALSE,Iowa
Male,White,25.9,FALSE,Iowa
Male,White,20.1,FALSE,Iowa
Female,White,27.8,FALSE,Iowa
Male,White,25.2,FALSE,Iowa
Male,White,26,FALSE,Iowa
Male,White,56.6,FALSE,Iowa
Male,White,32.5,FALSE,Iowa
Female,White,28.2,FALSE,Iowa
Female,White,19.4,FALSE,Iowa
Male,White,42.7,FALSE,Iowa
Male,White,19.2,FALSE,Iowa
Male,White,33.9,TRUE,Iowa
Female,White,21.8,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Male,White,20.9,FALSE,Iowa
Male,Hispanic,37.1,FALSE,Iowa
Female,Hispanic,30.1,FALSE,Iowa
Female,White,27.1,FALSE,Iowa
Male,White,32.9,FALSE,Iowa
Female,White,29.3,FALSE,Iowa
Female,White,24.6,FALSE,Iowa
Male,Black,23.4,FALSE,Iowa
Male,White,27.9,TRUE,Iowa
Male,White,37.2,FALSE,Iowa
Male,Hispanic,21.2,FALSE,Iowa
Male,American Indian or Alaska Native,28.8,TRUE,Iowa
Male,Hispanic,50.8,FALSE,Iowa
Male,White,40.1,FALSE,Iowa
Female,White,53.7,FALSE,Iowa
Male,White,29.6,FALSE,Iowa
Male,White,36,FALSE,Iowa
Male,Hispanic,34.4,FALSE,Iowa
Female,White,46.7,FALSE,Iowa
Female,White,33.5,TRUE,Iowa
Male,White,38,FALSE,Iowa
Female,White,26.8,FALSE,Iowa
Male,White,31.8,TRUE,Iowa
Female,White,40.7,FALSE,Iowa
Male,White,24.2,FALSE,Iowa
Male,White,57.4,FALSE,Iowa
Male,White,44.7,FALSE,Iowa
Male,Black,51.2,FALSE,Iowa
Male,White,39.2,FALSE,Iowa
Female,White,27.3,FALSE,Iowa
Female,White,38.2,FALSE,Iowa
Male,White,56.2,FALSE,Iowa
Male,White,63.4,FALSE,Iowa
Male,White,46.4,FALSE,Iowa
Male,White,39.8,TRUE,Iowa
Male,American Indian or Alaska Native,35.6,FALSE,Iowa
Male,White,19.5,FALSE,Iowa
Male,White,41.4,FALSE,Iowa
Male,Hispanic,35.3,TRUE,Iowa
Female,Black,26.4,FALSE,Iowa
Male,Black,30.2,TRUE,Iowa
Male,White,20.8,FALSE,Iowa
Male,White,52.8,FALSE,Iowa
Male,White,35.9,FALSE,Iowa
Male,White,18.6,FALSE,Iowa
Male,White,21.2,FALSE,Iowa
Male,Asian or Pacific Islander,18.9,TRUE,Iowa
Female,White,27.3,FALSE,Iowa
Male,White,24.9,FALSE,Iowa
Male,White,19.6,FALSE,Iowa
Male,Black,30.6,FALSE,Iowa
Female,Hispanic,35,FALSE,Iowa
Male,White,41.2,FALSE,Iowa
Male,Black,22.9,FALSE,Iowa
Male,Black,42.7,FALSE,Iowa
Male,White,24.5,FALSE,Iowa
Female,White,22.4,FALSE,Iowa
Male,White,35.2,FALSE,Iowa
Male,White,23.2,FALSE,Iowa
Male,White,46.4,FALSE,Iowa
Male,White,45.4,FALSE,Iowa
Female,White,54.9,FALSE,Iowa
Male,White,50,FALSE,Iowa
Female,White,42.8,FALSE,Iowa
Male,White,51.6,FALSE,Iowa
Male,White,41.2,FALSE,Iowa
Female,White,29.9,FALSE,Iowa
Female,White,34.3,FALSE,Iowa
Female,White,37.7,TRUE,Iowa
Male,Black,18.6,FALSE,Iowa
Male,White,45.3,FALSE,Iowa
Male,Black,21,FALSE,Iowa
Male,White,37,FALSE,Iowa
Male,White,47.5,FALSE,Iowa
Male,Black,32.1,FALSE,Iowa
Female,White,35.7,FALSE,Iowa
Male,White,19.3,TRUE,Iowa
Male,Other,41.3,FALSE,Iowa
Male,White,33.2,FALSE,Iowa
Male,White,31.5,FALSE,Iowa
Male,Black,39.8,FALSE,Iowa
Female,White,29.9,FALSE,Iowa
Male,Asian or Pacific Islander,23.2,FALSE,Iowa
Male,Black,23,FALSE,Iowa
Female,White,31.3,FALSE,Iowa
Male,White,43.3,FALSE,Iowa
Female,White,39.6,TRUE,Iowa
Female,White,26.7,FALSE,Iowa
Female,Black,25.5,FALSE,Iowa
Female,White,28.8,FALSE,Iowa
Female,White,27.4,FALSE,Iowa
Female,White,56.9,FALSE,Iowa
Male,White,37,FALSE,Iowa
Male,White,38.3,FALSE,Iowa
Male,White,23.2,FALSE,Iowa
Male,White,54.6,FALSE,Iowa
Male,White,53.9,FALSE,Iowa
Female,White,39.4,FALSE,Iowa
Male,White,34.5,FALSE,Iowa
Female,Black,21.3,FALSE,Iowa
Female,White,37.9,FALSE,Iowa
Male,Black,26,TRUE,Iowa
Female,White,26.2,FALSE,Iowa
Female,White,20.2,FALSE,Iowa
Male,White,27.9,FALSE,Iowa
Male,Black,30.6,FALSE,Iowa
Female,White,27.8,FALSE,Iowa
Male,White,36.6,FALSE,Iowa
Female,White,30.9,FALSE,Iowa
Male,Black,25.4,FALSE,Iowa
Female,White,36.9,FALSE,Iowa
Male,White,34.3,FALSE,Iowa
Male,Black,62.3,FALSE,Iowa
Male,White,41.3,FALSE,Iowa
Female,White,42.2,FALSE,Iowa
Male,White,38.7,TRUE,Iowa
Female,White,29.8,FALSE,Iowa
Male,White,32.5,FALSE,Iowa
Male,White,35.5,FALSE,Iowa
Male,Black,51.7,FALSE,Iowa
Female,White,36.6,TRUE,Iowa
Male,Black,22.1,FALSE,Iowa
Male,White,39.1,TRUE,Iowa
Male,White,44.5,FALSE,Iowa
Male,Black,20.6,FALSE,Iowa
Male,White,27.5,FALSE,Iowa
Male,White,35.7,FALSE,Iowa
Male,White,24.8,FALSE,Iowa
Male,White,30.9,FALSE,Iowa
Male,Black,18.7,FALSE,Iowa
Male,White,23.6,FALSE,Iowa
Male,White,19.8,FALSE,Iowa
Male,White,26.4,FALSE,Iowa
Male,Black,18.4,FALSE,Iowa
Male,Hispanic,31.2,FALSE,Iowa
Male,White,31.7,FALSE,Iowa
Male,White,23.3,FALSE,Iowa
Male,Black,24.2,FALSE,Iowa
Male,White,39.5,FALSE,Iowa
Female,White,33.7,FALSE,Iowa
Female,White,37.1,FALSE,Iowa
Male,White,33.7,FALSE,Iowa
Female,White,37.6,FALSE,Iowa
Female,White,22.6,FALSE,Iowa
Male,White,37.8,FALSE,Iowa
Male,Black,20.8,FALSE,Iowa
Female,White,22.9,FALSE,Iowa
Male,Black,47.9,FALSE,Iowa
Male,White,50.9,FALSE,Iowa
Male,White,27.2,FALSE,Iowa
Male,White,39.5,FALSE,Iowa
Male,White,55,FALSE,Iowa
Male,White,59,FALSE,Iowa
Male,White,49,FALSE,Iowa
Female,White,61.7,FALSE,Iowa
Male,White,46.1,TRUE,Iowa
Female,White,40.9,FALSE,Iowa
Female,Hispanic,24.3,FALSE,Iowa
Male,White,30.8,FALSE,Iowa
Female,White,35.7,FALSE,Iowa
Female,White,55.4,FALSE,Iowa
Female,White,62.3,FALSE,Iowa
Female,White,22.3,FALSE,Iowa
Male,White,30.9,FALSE,Iowa
Female,White,40.7,FALSE,Iowa
Male,Black,41.2,FALSE,Iowa
Male,White,28.1,FALSE,Iowa
Male,White,21.5,FALSE,Iowa
Male,White,33.5,FALSE,Iowa
Female,White,45.8,FALSE,Iowa
Female,White,20.2,FALSE,Iowa
Female,White,26.9,FALSE,Iowa
Male,Black,22.8,TRUE,Iowa
Male,Black,34.6,FALSE,Iowa
Male,White,32.1,FALSE,Iowa
Female,White,34.5,FALSE,Iowa
Male,White,32.1,FALSE,Iowa
Male,Black,28.2,FALSE,Iowa
Male,White,40.7,FALSE,Iowa
Male,Black,20,FALSE,Iowa
Male,White,19.3,FALSE,Iowa
Female,White,49.2,FALSE,Iowa
Male,White,43.8,FALSE,Iowa
Male,White,29,FALSE,Iowa
Male,Hispanic,46.4,FALSE,Iowa
Female,White,18.8,FALSE,Iowa
Male,White,24.1,TRUE,Iowa
Male,White,45.8,TRUE,Iowa
Male,White,22.3,FALSE,Iowa
Female,Black,30.6,FALSE,Iowa
Male,American Indian or Alaska Native,26.8,FALSE,Iowa
Male,White,42.3,TRUE,Iowa
Female,White,30.7,FALSE,Iowa
Male,White,20.1,FALSE,Iowa
Female,White,27.9,FALSE,Iowa
Male,White,20.3,FALSE,Iowa
Male,White,36.4,FALSE,Iowa
Male,White,21.5,TRUE,Iowa
Male,White,32.2,FALSE,Iowa
Male,Hispanic,51.3,FALSE,Iowa
Male,Asian or Pacific Islander,33,FALSE,Iowa
Male,White,22.2,FALSE,Iowa
Male,Hispanic,23.7,FALSE,Iowa
Male,White,35,FALSE,Iowa
Male,White,36.1,FALSE,Iowa
Male,Hispanic,39.5,FALSE,Iowa
Male,Black,42.1,FALSE,Iowa
Male,Hispanic,25.5,FALSE,Iowa
Male,White,21,FALSE,Iowa
Male,White,33.1,FALSE,Iowa
Female,Hispanic,16.7,FALSE,Iowa
Female,White,45.5,FALSE,Iowa
Male,White,42.9,FALSE,Iowa
Male,White,54.3,FALSE,Iowa
Male,White,66,FALSE,Iowa
Male,White,50.8,TRUE,Iowa
Male,Black,23.9,FALSE,Iowa
Male,White,27.5,TRUE,Iowa
Female,White,21.5,FALSE,Iowa
Male,White,40.7,FALSE,Iowa
Male,Hispanic,32.3,FALSE,Iowa
Female,Black,20.9,FALSE,Iowa
Male,White,29.8,FALSE,Iowa
Male,White,36.1,FALSE,Iowa
Male,White,32.1,TRUE,Iowa
Male,White,33.8,FALSE,Iowa
Male,White,28.4,FALSE,Iowa
Male,Black,29.9,TRUE,Iowa
Male,White,38.9,FALSE,Iowa
Male,Black,32.1,FALSE,Iowa
Female,White,29.8,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,18.4,FALSE,Iowa
Male,White,27.9,FALSE,Iowa
Male,Hispanic,20.3,FALSE,Iowa
Female,White,34,FALSE,Iowa
Female,White,37,FALSE,Iowa
Female,Black,21.1,FALSE,Iowa
Male,Black,18.7,FALSE,Iowa
Male,White,24.1,FALSE,Iowa
Male,White,55.9,FALSE,Iowa
Male,White,29.5,FALSE,Iowa
Male,Black,25.9,FALSE,Iowa
Male,White,25,FALSE,Iowa
Male,Hispanic,28.5,FALSE,Iowa
Female,Black,23.2,FALSE,Iowa
Male,White,21.1,FALSE,Iowa
Female,White,38.8,FALSE,Iowa
Female,White,35.2,FALSE,Iowa
Male,White,25.3,FALSE,Iowa
Male,American Indian or Alaska Native,47.4,FALSE,Iowa
Male,Hispanic,32.4,FALSE,Iowa
Male,White,27,FALSE,Iowa
Male,White,32.7,FALSE,Iowa
Male,Hispanic,43.7,FALSE,Iowa
Male,Black,27,FALSE,Iowa
Male,White,41.8,TRUE,Iowa
Female,White,27.9,FALSE,Iowa
Male,White,52,FALSE,Iowa
Male,White,45.3,FALSE,Iowa
Male,White,33.3,FALSE,Iowa
Male,Black,21.7,FALSE,Iowa
Male,White,27.3,TRUE,Iowa
Male,White,31.3,FALSE,Iowa
Female,White,37.2,FALSE,Iowa
Male,White,19.8,FALSE,Iowa
Male,White,47.2,TRUE,Iowa
Male,Black,44.2,FALSE,Iowa
Male,Black,41.8,FALSE,Iowa
Male,White,35.8,TRUE,Iowa
Male,Hispanic,28.3,FALSE,Iowa
Male,White,32.8,FALSE,Iowa
Male,Hispanic,37.4,FALSE,Iowa
Female,Hispanic,31.4,FALSE,Iowa
Male,Black,30.7,FALSE,Iowa
Male,Hispanic,32.9,FALSE,Iowa
Female,White,25.2,FALSE,Iowa
Male,White,29.1,FALSE,Iowa
Male,White,46.7,FALSE,Iowa
Male,White,53.4,FALSE,Iowa
Male,Hispanic,21.3,TRUE,Iowa
Female,White,28.8,FALSE,Iowa
Female,White,21.7,TRUE,Iowa
Male,Hispanic,27,FALSE,Iowa
Male,Black,33.5,TRUE,Iowa
Male,Black,26.4,TRUE,Iowa
Male,White,82.8,FALSE,Iowa
Male,White,30.7,FALSE,Iowa
Male,White,18.8,FALSE,Iowa
Male,White,22.5,FALSE,Iowa
Female,White,38.4,FALSE,Iowa
Male,White,26.1,FALSE,Iowa
Male,Hispanic,38.6,FALSE,Iowa
Male,Hispanic,25.2,FALSE,Iowa
Male,White,59.5,FALSE,Iowa
Male,White,66.3,FALSE,Iowa
Male,White,40.9,FALSE,Iowa
Male,White,62.7,FALSE,Iowa
Female,White,54.3,FALSE,Iowa
Male,White,42.6,FALSE,Iowa
Male,White,27.7,FALSE,Iowa
Male,Black,22.4,FALSE,Iowa
Male,Hispanic,29.9,TRUE,Iowa
Female,White,31.7,FALSE,Iowa
Male,White,53.9,FALSE,Iowa
Male,White,26.3,FALSE,Iowa
Female,White,35.1,FALSE,Iowa
Male,White,34.8,FALSE,Iowa
Female,White,49.6,FALSE,Iowa
Female,White,32.6,FALSE,Iowa
Male,White,42.8,FALSE,Iowa
Male,White,39.7,FALSE,Iowa
Male,Hispanic,28.9,FALSE,Iowa
Male,Hispanic,37.9,FALSE,Iowa
Male,White,31.1,TRUE,Iowa
Female,White,30.2,FALSE,Iowa
Female,White,22.3,FALSE,Iowa
Male,White,43.3,FALSE,Iowa
Female,White,25.4,FALSE,Iowa
Male,White,24.3,TRUE,Iowa
Male,White,36.9,FALSE,Iowa
Male,White,22.2,TRUE,Iowa
Male,White,37.5,FALSE,Iowa
Female,American Indian or Alaska Native,35.2,FALSE,Iowa
Male,Black,27.1,TRUE,Iowa
Male,White,20.8,FALSE,Iowa
Male,White,25.6,TRUE,Iowa
Male,White,59.6,FALSE,Iowa
Male,White,54.7,FALSE,Iowa
Female,White,45.8,FALSE,Iowa
Male,White,43.2,FALSE,Iowa
Male,White,19.8,FALSE,Iowa
Female,White,20.8,FALSE,Iowa
Male,White,35,FALSE,Iowa
Male,White,32,FALSE,Iowa
Male,White,35.6,FALSE,Iowa
Female,White,34,FALSE,Iowa
Male,Black,23,FALSE,Iowa
Male,White,36.9,TRUE,Iowa
Male,White,25.2,FALSE,Iowa
Male,White,32.7,FALSE,Iowa
Male,White,34.3,TRUE,Iowa
Female,White,57.9,FALSE,Iowa
Male,Hispanic,30.7,FALSE,Iowa
Male,White,19.8,FALSE,Iowa
Male,Black,19.6,FALSE,Iowa
Male,White,34.6,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,53.5,FALSE,Iowa
Female,White,28.5,FALSE,Iowa
Male,Black,27.1,FALSE,Iowa
Male,White,23.9,FALSE,Iowa
Male,White,25.9,FALSE,Iowa
Male,White,48.7,TRUE,Iowa
Female,White,35.2,FALSE,Iowa
Female,Black,21.9,FALSE,Iowa
Female,White,20.5,FALSE,Iowa
Male,Black,43.1,FALSE,Iowa
Female,White,25.1,FALSE,Iowa
Male,White,29.8,FALSE,Iowa
Female,Black,20.3,FALSE,Iowa
Male,Black,53.6,FALSE,Iowa
Female,White,51,FALSE,Iowa
Male,Hispanic,51.9,FALSE,Iowa
Male,White,44.9,FALSE,Iowa
Male,White,50.8,FALSE,Iowa
Male,Black,41.7,TRUE,Iowa
Male,White,48.7,FALSE,Iowa
Male,White,37.2,FALSE,Iowa
Female,White,28.4,FALSE,Iowa
Male,White,42.1,FALSE,Iowa
Male,White,44.2,FALSE,Iowa
Male,White,19.3,FALSE,Iowa
Male,Black,26.7,FALSE,Iowa
Male,White,40.5,FALSE,Iowa
Male,White,28.5,FALSE,Iowa
Female,White,46.2,FALSE,Iowa
Male,Hispanic,22.9,FALSE,Iowa
Female,White,61.4,FALSE,Iowa
Female,White,23.4,FALSE,Iowa
Female,White,40.5,FALSE,Iowa
Female,White,29.7,FALSE,Iowa
Male,White,26.8,FALSE,Iowa
Male,White,36.7,FALSE,Iowa
Male,White,18.9,FALSE,Iowa
Male,White,26.9,TRUE,Iowa
Female,White,64.9,FALSE,Iowa
Female,White,21.5,FALSE,Iowa
Female,White,23.4,FALSE,Iowa
Male,White,43.1,FALSE,Iowa
Male,White,23.6,FALSE,Iowa
Female,White,29.1,FALSE,Iowa
Female,White,39.8,FALSE,Iowa
Male,White,19.1,FALSE,Iowa
Male,White,63.2,FALSE,Iowa
Male,White,50.8,TRUE,Iowa
Male,White,46.1,TRUE,Iowa
Male,White,53.6,FALSE,Iowa
Male,White,49.4,FALSE,Iowa
Male,White,24.6,FALSE,Iowa
Female,Black,33.5,TRUE,Iowa
Male,White,33.1,FALSE,Iowa
Male,Hispanic,28.6,FALSE,Iowa
Male,White,36.2,FALSE,Iowa
Male,Black,28,FALSE,Iowa
Female,White,23.5,FALSE,Iowa
Female,Black,27.7,FALSE,Iowa
Female,White,54.2,FALSE,Iowa
Male,White,29.8,FALSE,Iowa
Male,White,38.7,FALSE,Iowa
Male,Asian or Pacific Islander,36.3,FALSE,Iowa
Male,White,24.1,FALSE,Iowa
Female,White,21.1,FALSE,Iowa
Male,White,36.2,FALSE,Iowa
Male,White,19.7,TRUE,Iowa
Male,White,50.6,FALSE,Iowa
Male,White,37.2,FALSE,Iowa
Female,Hispanic,21.8,TRUE,Iowa
Male,White,28.9,FALSE,Iowa
Male,White,49.6,FALSE,Iowa
Male,White,39.3,FALSE,Iowa
Male,White,19.3,FALSE,Iowa
Female,Black,20.2,FALSE,Iowa
Male,Black,20,FALSE,Iowa
Male,White,20.4,FALSE,Iowa
Female,Black,26.7,FALSE,Iowa
Male,White,35.1,FALSE,Iowa
Male,Black,48.3,FALSE,Iowa
Male,White,51.9,TRUE,Iowa
Male,White,43.8,TRUE,Iowa
Male,White,37.9,FALSE,Iowa
Male,White,47.7,FALSE,Iowa
Male,White,49.3,FALSE,Iowa
Male,White,56.7,FALSE,Iowa
Male,Black,30.5,FALSE,Iowa
Male,White,18.7,FALSE,Iowa
Male,White,22.8,FALSE,Iowa
Male,White,39,FALSE,Iowa
Female,Other,25.8,FALSE,Iowa
Male,White,22.2,FALSE,Iowa
Male,White,21.9,FALSE,Iowa
Male,White,18.6,FALSE,Iowa
Male,White,19.9,FALSE,Iowa
Female,White,53.6,FALSE,Iowa
Female,White,29.2,TRUE,Iowa
Male,White,29.1,FALSE,Iowa
Female,White,37.7,FALSE,Iowa
Male,Black,28.5,FALSE,Iowa
Female,White,25.4,FALSE,Iowa
Male,White,43.9,FALSE,Iowa
Male,White,43.5,FALSE,Iowa
Female,Black,40.9,FALSE,Iowa
Male,White,47,FALSE,Iowa
Male,White,43.5,FALSE,Iowa
Female,White,51.4,FALSE,Iowa
Male,White,56.3,FALSE,Iowa
Male,Black,24.7,FALSE,Iowa
Male,Hispanic,26.5,TRUE,Iowa
Male,Hispanic,49.7,FALSE,Iowa
Male,Asian or Pacific Islander,63.4,FALSE,Iowa
Female,White,35.4,FALSE,Iowa
Female,White,29.4,FALSE,Iowa
Male,Black,29.3,FALSE,Iowa
Male,White,28.2,TRUE,Iowa
Male,White,23.9,FALSE,Iowa
Female,White,46.1,TRUE,Iowa
Male,White,39.7,TRUE,Iowa
Male,White,28.5,FALSE,Iowa
Male,Black,35.6,FALSE,Iowa
Male,White,19.2,FALSE,Iowa
